id,name,uri_x,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,playlist
2HZzRcA4c9XbGDpt7U1ZBf,I Wait for You - Ben Pearce Remix,spotify:track:2HZzRcA4c9XbGDpt7U1ZBf,1.14e-05,0.573,404520,0.77,0.685,11,0.0975,-9.517,0,0.0358,124.02,4,0.228,workout
29YCC9Vad3O2jI36akkltE,Communicate,spotify:track:29YCC9Vad3O2jI36akkltE,0.00664,0.587,285600,0.925,0.635,0,0.213,-5.842,1,0.0315,124.007,4,0.227,workout
7wZnt8sHhTMO8PA4o5Ah3n,Tempest,spotify:track:7wZnt8sHhTMO8PA4o5Ah3n,0.00096,0.798,325744,0.705,0.852,5,0.0828,-10.201,0,0.0575,119.982,4,0.365,workout
6j4zFIzEe3NMzF6oC8XVZ0,Jungle Dub,spotify:track:6j4zFIzEe3NMzF6oC8XVZ0,0.00208,0.798,309539,0.631,0.872,4,0.0728,-9.637,0,0.0486,120.998,4,0.212,workout
1FXlhqcYaiw6KuUYtXdtAi,Crash,spotify:track:1FXlhqcYaiw6KuUYtXdtAi,0.000455,0.689,232982,0.456,0.882,2,0.07,-12.307,1,0.0339,126.0,4,0.238,workout
1CnMonW2jPjo4OvGEw6esf,Tight,spotify:track:1CnMonW2jPjo4OvGEw6esf,0.0146,0.877,188188,0.857,0.015,1,0.0569,-3.74,0,0.126,124.015,4,0.822,workout
44QmaCaPpfq5ZnXImEFAOo,Under The Moon - Cassius Remix - Edit,spotify:track:44QmaCaPpfq5ZnXImEFAOo,0.00972,0.78,233704,0.508,0.722,5,0.149,-10.813,0,0.0436,120.927,4,0.118,workout
4yKPPG7FdX4ky1paSXOU17,Broad Horizons,spotify:track:4yKPPG7FdX4ky1paSXOU17,0.0139,0.727,406437,0.694,0.776,2,0.0652,-13.159,1,0.0516,121.003,4,0.063,workout
5K09638EBQjVMrZYXA89aC,Alone (Calvin Harris Remix) (Feat. Stefflon Don),spotify:track:5K09638EBQjVMrZYXA89aC,0.137,0.829,199199,0.819,0.00792,2,0.282,-3.43,0,0.131,123.944,4,0.35,workout
20crOBgMPIf0he1TIFsJhk,Bloodflow - Aera High Blood Pressure Remake,spotify:track:20crOBgMPIf0he1TIFsJhk,0.000359,0.811,403034,0.735,0.86,7,0.0723,-10.797,0,0.042,121.996,4,0.13,workout
3T55R03WnNLSFTrHshztyl,Just Fine!,spotify:track:3T55R03WnNLSFTrHshztyl,0.0011,0.71,186465,0.875,0.358,1,0.205,-10.135,0,0.0376,116.018,4,0.357,workout
0KDog7gvqqe9AFEnqy6FSm,Liquid Spirit - Claptone Remix,spotify:track:0KDog7gvqqe9AFEnqy6FSm,0.00416,0.872,383552,0.611,0.386,4,0.0572,-9.171,1,0.0557,120.997,4,0.297,workout
72qlZsoVPpyFxVjL6GUuYI,As I Sleep (feat. Charlee),spotify:track:72qlZsoVPpyFxVjL6GUuYI,0.0195,0.694,193472,0.824,0.0426,8,0.327,-6.306,0,0.161,123.014,4,0.202,workout
1Cfws8y490Zpsqsyeme6V1,Sun In Our Eyes - Don Diablo Remix,spotify:track:1Cfws8y490Zpsqsyeme6V1,0.0589,0.699,206453,0.861,2.64e-06,4,0.0794,-3.09,0,0.173,125.942,3,0.315,workout
0y50PSpOcYLOYrc0Xgw67R,Soft Landing - Jody Wisternoff & James Grant Remix,spotify:track:0y50PSpOcYLOYrc0Xgw67R,0.000988,0.728,423707,0.623,0.825,2,0.0918,-11.81,1,0.0408,120.006,4,0.0381,workout
3ktUAf5M4HiCt6n7Zb323H,Groovin,spotify:track:3ktUAf5M4HiCt6n7Zb323H,0.0447,0.845,267152,0.744,0.343,10,0.13,-9.539,1,0.0567,126.0,4,0.694,workout
0y430XtS7OmdYtKNGVk9rU,Set Free - Original Mix,spotify:track:0y430XtS7OmdYtKNGVk9rU,0.00567,0.817,413280,0.53,0.196,6,0.0998,-11.305,1,0.045,122.008,4,0.237,workout
2ewW50QGufVvqP959lB8F9,Stop Being Yourself,spotify:track:2ewW50QGufVvqP959lB8F9,0.0127,0.662,249756,0.73,0.0,10,0.203,-5.407,1,0.0615,122.96,4,0.232,workout
7GL2SOvJXs8QVLX0cUADeq,Count On You - ATFC's C-thru Remix,spotify:track:7GL2SOvJXs8QVLX0cUADeq,0.00735,0.825,235594,0.925,0.808,4,0.057,-7.502,1,0.0463,123.025,4,0.567,workout
1ZhpOYEE0nGcn0k7Ai7DK1,Dance and Chant,spotify:track:1ZhpOYEE0nGcn0k7Ai7DK1,0.000947,0.787,189677,0.863,0.617,9,0.103,-4.173,1,0.0492,124.036,4,0.821,workout
415pd34peNClAFFl5jYwKt,Go Bang,spotify:track:415pd34peNClAFFl5jYwKt,0.0714,0.598,189093,0.893,0.0159,2,0.146,-3.072,1,0.0319,120.972,4,0.485,workout
5r9hzEWtMXDOwkIs5hh2O7,Drawn From Memory - I:Cube Remix,spotify:track:5r9hzEWtMXDOwkIs5hh2O7,0.0332,0.745,397513,0.926,0.924,6,0.513,-7.65,0,0.0379,125.014,4,0.132,workout
310yA0OSNvWriki14qBLeY,Himalaya,spotify:track:310yA0OSNvWriki14qBLeY,0.032,0.429,263755,0.774,0.709,5,0.37,-8.846,0,0.0493,119.975,4,0.0671,workout
6TR0FGw4zhlGbQALN065AI,Breathe (feat. Jem Cooke),spotify:track:6TR0FGw4zhlGbQALN065AI,0.00646,0.595,194233,0.877,0.0879,9,0.398,-7.414,0,0.0442,125.015,4,0.081,workout
1rbJVNRXE8jASvaAzWw9s8,Diving with Whales - Daniel Portman Radio Mix,spotify:track:1rbJVNRXE8jASvaAzWw9s8,0.322,0.763,268293,0.538,0.83,0,0.118,-8.865,0,0.0366,122.986,4,0.069,workout
6KjTXwntv8paBCL3El9TnV,Sahara Love - Seven Lions Remix,spotify:track:6KjTXwntv8paBCL3El9TnV,0.0418,0.275,322893,0.659,4.15e-05,6,0.079,-5.631,0,0.039,144.908,4,0.149,workout
2viJufnGlsjR1X51CEHpeg,Electronic Memories (feat. Mickey Kojak),spotify:track:2viJufnGlsjR1X51CEHpeg,0.107,0.601,237347,0.92,0.0332,8,0.197,-1.666,1,0.0928,99.89,4,0.642,workout
1nYfiiwCQOX5mY7Git99Rp,Kilimanjaro,spotify:track:1nYfiiwCQOX5mY7Git99Rp,0.0127,0.677,188370,0.759,0.00328,8,0.084,-5.165,0,0.0435,124.993,4,0.542,workout
0rkVQ8MzzfX40xtNkC6hjA,Losing My Mind - Mandal & Forbes Remix,spotify:track:0rkVQ8MzzfX40xtNkC6hjA,0.0105,0.758,268525,0.749,0.00558,10,0.0422,-5.663,0,0.057,121.975,4,0.887,workout
3dxvjyC8LJ5kH2iFqfne8j,Ching Ching,spotify:track:3dxvjyC8LJ5kH2iFqfne8j,0.00255,0.727,192027,0.75,1.23e-06,1,0.116,-6.221,1,0.0392,124.98,4,0.354,workout
6chZg1OMXz9VN3MQCr4cNf,Cold as Stone - Lipless Remix,spotify:track:6chZg1OMXz9VN3MQCr4cNf,0.237,0.619,228667,0.663,0.0,7,0.111,-6.937,1,0.0366,123.93,4,0.142,workout
5EpR6BqAnwR9PPl6sIrzGy,Who's Got Your Love,spotify:track:5EpR6BqAnwR9PPl6sIrzGy,0.00553,0.704,157000,0.888,0.0011,11,0.079,-2.872,1,0.0541,125.027,4,0.531,workout
32infjs32QdmPtOMTup3xc,Deep Dish It,spotify:track:32infjs32QdmPtOMTup3xc,0.0161,0.905,204024,0.867,0.347,2,0.0992,-5.504,1,0.0844,122.981,4,0.95,workout
5OTdNMpl1EPr3tOLyyRIc3,Bottom Of The Sea,spotify:track:5OTdNMpl1EPr3tOLyyRIc3,0.00681,0.775,242213,0.66,0.171,0,0.22,-7.929,0,0.0444,126.022,4,0.425,workout
15bAMg00o4VdWmQrlkbfG3,All or Nothing - Deluxe Mix,spotify:track:15bAMg00o4VdWmQrlkbfG3,0.226,0.737,170458,0.816,0.453,4,0.621,-9.22,0,0.0411,124.014,4,0.533,workout
6w9Aqzfg0pQJVeayJJlAhU,Cathedral,spotify:track:6w9Aqzfg0pQJVeayJJlAhU,0.0393,0.9,458333,0.471,0.897,9,0.247,-10.621,0,0.114,119.991,4,0.453,workout
1V17xHHZgIgZ6H14rinHdi,Human Connection,spotify:track:1V17xHHZgIgZ6H14rinHdi,0.0938,0.6,328041,0.882,0.912,5,0.0542,-8.394,0,0.0311,120.008,4,0.347,workout
5dbSyYN5eWW3DzaLmu3ies,Seve - Radio Edit,spotify:track:5dbSyYN5eWW3DzaLmu3ies,0.432,0.739,209773,0.825,0.00199,5,0.0804,-7.332,1,0.0479,121.047,4,0.462,workout
2JQnNIOozo1CNoqdiY5Lhq,Little Love,spotify:track:2JQnNIOozo1CNoqdiY5Lhq,0.0455,0.825,209898,0.729,0.00162,6,0.131,-7.29,1,0.0456,119.998,4,0.326,workout
2s25Z079T5KRzfqEQRMQQ4,Beautiful Life,spotify:track:2s25Z079T5KRzfqEQRMQQ4,0.127,0.732,161464,0.52,0.0347,2,0.139,-6.684,0,0.0376,119.979,4,0.339,workout
79tVW8GyXOysqDXzeMYuda,No - Paces Remix,spotify:track:79tVW8GyXOysqDXzeMYuda,0.0123,0.332,234638,0.847,2.69e-05,11,0.297,-4.513,0,0.091,67.23,5,0.392,workout
6lz1wGZEYPrKjCM1d4rxZr,Hush - Original Mix,spotify:track:6lz1wGZEYPrKjCM1d4rxZr,0.00116,0.759,376689,0.748,0.862,3,0.199,-11.766,1,0.0703,123.026,4,0.674,workout
5sdb5pMhcK44SSLsj1moUh,I Found You (with Calvin Harris),spotify:track:5sdb5pMhcK44SSLsj1moUh,0.033,0.775,191496,0.872,0.0579,6,0.298,-4.194,1,0.0469,122.994,4,0.379,workout
5YoXZDoybXhQaHWZOLozhZ,Flow,spotify:track:5YoXZDoybXhQaHWZOLozhZ,0.00989,0.813,527465,0.538,0.894,4,0.105,-13.221,0,0.062,124.006,4,0.563,workout
1uGXhKyK50NIXNqBKN73DS,Siren Song - Radio Edit,spotify:track:1uGXhKyK50NIXNqBKN73DS,0.00891,0.71,207302,0.705,0.16,7,0.177,-7.417,1,0.0345,119.986,4,0.34,workout
7g2WfNLkwj6QeYmXleHUvi,Nobody Else,spotify:track:7g2WfNLkwj6QeYmXleHUvi,0.000861,0.664,237097,0.8,0.163,1,0.0832,-6.587,1,0.0448,123.994,4,0.318,workout
7ku9ctunOcfqWP6z04QTRY,Underwater - Tinlicker Remix,spotify:track:7ku9ctunOcfqWP6z04QTRY,0.0607,0.627,239894,0.857,0.835,7,0.132,-8.253,1,0.0402,121.976,4,0.124,workout
6B2jQL05apmJlDZtPIxD3R,Billinghurst,spotify:track:6B2jQL05apmJlDZtPIxD3R,0.0305,0.769,456585,0.701,0.85,5,0.0929,-9.089,0,0.062,123.011,4,0.168,workout
4Y1mVDCx4Bg46zdUagvnrK,Without You My Love - Myon Extended Definitive Mix,spotify:track:4Y1mVDCx4Bg46zdUagvnrK,0.00085,0.738,401250,0.833,0.0289,2,0.109,-5.754,0,0.123,127.983,4,0.137,workout
2KXwJZv1pRQFQ95Kj60jBN,Losing It - Radio Edit,spotify:track:2KXwJZv1pRQFQ95Kj60jBN,0.00176,0.729,163248,0.965,0.66,2,0.0973,-5.711,1,0.0624,125.021,4,0.744,workout
43uYMwLJM3RwT7vg7c58t7,Bailando,spotify:track:43uYMwLJM3RwT7vg7c58t7,0.0543,0.8,484400,0.664,0.881,5,0.0731,-11.961,1,0.0541,125.0,4,0.598,workout
6vTIE4Loz4ROBDJc7yFoQK,Bloom,spotify:track:6vTIE4Loz4ROBDJc7yFoQK,0.118,0.664,244726,0.843,0.846,6,0.152,-5.716,0,0.0427,121.984,4,0.278,workout
7aMg0n2woJSHZzjB4J7nnS,Good Medicine (feat. Rush Davis),spotify:track:7aMg0n2woJSHZzjB4J7nnS,0.000626,0.652,219213,0.766,4.85e-05,10,0.595,-4.658,0,0.0752,127.024,4,0.472,workout
5VIHM44vAtlPVGwKJBR29p,Do It Again,spotify:track:5VIHM44vAtlPVGwKJBR29p,0.0176,0.575,194099,0.954,0.0506,1,0.0611,-3.093,0,0.0442,124.978,4,0.0882,workout
5ow0sNF1zSqp71Ix5jEXWU,Dancing in the Moonlight,spotify:track:5ow0sNF1zSqp71Ix5jEXWU,0.27,0.659,164010,0.617,0.0,11,0.187,-5.862,0,0.0649,119.858,4,0.187,workout
6SSCet8xA8sqw7XMoKZlxQ,Freak Like Me,spotify:track:6SSCet8xA8sqw7XMoKZlxQ,0.0015,0.799,217413,0.799,0.000169,11,0.438,-4.207,0,0.0839,117.996,4,0.51,workout
6ZvLKwgPKlyZtDPkTWjPI7,This Groove,spotify:track:6ZvLKwgPKlyZtDPkTWjPI7,0.00779,0.823,188175,0.909,0.0407,1,0.126,-4.508,1,0.0635,124.025,4,0.787,workout
2QOSMLaEJkkeezSMZ75yB8,Body,spotify:track:2QOSMLaEJkkeezSMZ75yB8,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,0.582,workout
3sI59rkOqPPZju0sh5K8il,Fear Less - Hraach Remix,spotify:track:3sI59rkOqPPZju0sh5K8il,0.0248,0.796,436951,0.627,0.856,1,0.244,-9.959,1,0.0371,120.004,4,0.288,workout
53Y3z7kPzelQbBnhysjzlw,All Night,spotify:track:53Y3z7kPzelQbBnhysjzlw,0.0299,0.57,222573,0.83,0.0,1,0.148,-5.096,1,0.0579,155.014,4,0.765,workout
0xBIkG5w87D9BqtqnhoyHj,If I Go,spotify:track:0xBIkG5w87D9BqtqnhoyHj,0.0122,0.525,183272,0.784,0.0,7,0.152,-4.147,0,0.0432,147.91,4,0.557,workout
4DRXA3mohweU9tE7VugYdp,Wanderlust,spotify:track:4DRXA3mohweU9tE7VugYdp,0.0923,0.558,238049,0.561,0.000231,9,0.117,-5.003,1,0.0376,122.936,4,0.126,workout
0TEW7oRDKD2mjJQH507ni4,Flying by Candlelight (ABGT300) - Above & Beyond Club Mix,spotify:track:0TEW7oRDKD2mjJQH507ni4,0.000312,0.532,364744,0.664,0.0427,1,0.303,-9.804,1,0.0603,128.973,4,0.075,workout
7hzXlxuimQvYSpr5XOSOFK,I Miss You (feat. Julia Michaels) - Kryder Remix,spotify:track:7hzXlxuimQvYSpr5XOSOFK,0.00167,0.792,310828,0.744,0.11,10,0.0752,-5.696,0,0.0666,124.002,4,0.587,workout
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),spotify:track:5N5k9nd479b1xpDZ4usjrg,0.0119,0.781,213309,0.768,4.91e-06,11,0.325,-5.991,1,0.0394,123.07,4,0.486,workout
1kpP1Y5sLWxNVE6qH0GYqH,Hooked,spotify:track:1kpP1Y5sLWxNVE6qH0GYqH,0.0744,0.645,156190,0.778,1.54e-06,6,0.147,-3.757,0,0.275,126.041,4,0.405,workout
1SSAvErVyid5OXzmtGZKkg,Anthem,spotify:track:1SSAvErVyid5OXzmtGZKkg,0.00152,0.664,158484,0.86,0.894,7,0.197,-4.505,0,0.0345,121.991,4,0.249,workout
0nAhFLAlXWUvCzfJH43O2c,Romani (feat. Steve Angello),spotify:track:0nAhFLAlXWUvCzfJH43O2c,0.0673,0.418,199048,0.923,4.36e-05,0,0.184,-3.204,0,0.333,125.643,4,0.0576,workout
229MM2St7SnW43nT8ADlG8,Game Time (feat. Ninja),spotify:track:229MM2St7SnW43nT8ADlG8,8.05e-05,0.534,156632,0.957,0.758,1,0.266,-4.025,1,0.0455,95.046,4,0.52,workout
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,spotify:track:1nufXiTCTTAeJfO9hLHvO8,0.0113,0.55,170079,0.899,9.65e-05,5,0.137,-3.284,0,0.0458,125.85,4,0.408,workout
2UkF0EWfh0T90ScJzGqnD1,White Lies,spotify:track:2UkF0EWfh0T90ScJzGqnD1,0.000156,0.427,176378,0.916,5.37e-06,4,0.154,-3.716,0,0.116,123.539,4,0.688,workout
7rEOUR7AmXcgd32WG5duJh,Bvulgari,spotify:track:7rEOUR7AmXcgd32WG5duJh,0.0187,0.733,156511,0.944,0.751,8,0.173,-4.676,0,0.11,122.989,4,0.385,workout
1JG8pJ7G8qJiy98DzCBL2E,Apologize,spotify:track:1JG8pJ7G8qJiy98DzCBL2E,0.00121,0.535,198694,0.836,0.0,2,0.102,-5.593,1,0.0746,85.005,4,0.443,workout
3xVfvbf4EEcgh4vnvgdjeO,Letting People Go (feat. Prinze George),spotify:track:3xVfvbf4EEcgh4vnvgdjeO,0.324,0.795,240024,0.695,0.00746,9,0.107,-9.097,1,0.0384,119.999,4,0.418,workout
4dTiQezDWmEOWcdCbWVWMp,Numb Numb Juice,spotify:track:4dTiQezDWmEOWcdCbWVWMp,0.00118,0.884,114973,0.469,7.98e-05,6,0.144,-7.622,0,0.456,157.012,4,0.204,workout
1SYNgyiVRZEBhV0P4YFBk8,IM GONE,spotify:track:1SYNgyiVRZEBhV0P4YFBk8,0.00961,0.664,285860,0.953,0.00665,9,0.263,-3.794,1,0.249,125.679,4,0.21,workout
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,213594,0.364,0.0,8,0.271,-11.713,1,0.276,123.984,4,0.463,workout
2X75AMgata4BqpJnW0yFKO,Rejoice,spotify:track:2X75AMgata4BqpJnW0yFKO,0.0593,0.394,454907,0.612,2.57e-05,7,0.107,-9.311,0,0.0647,109.767,4,0.277,workout
7clyJIrLkEbXUDwj1tC9zz,Blood // Water,spotify:track:7clyJIrLkEbXUDwj1tC9zz,0.00163,0.504,214520,0.891,0.00199,6,0.148,-5.632,0,0.137,153.988,4,0.628,workout
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446,workout
2Vx8E3K5icPZR7OCklWBXX,Nonstop,spotify:track:2Vx8E3K5icPZR7OCklWBXX,0.0306,0.909,238613,0.405,0.00698,6,0.105,-8.133,0,0.14,154.984,4,0.455,workout
37eGbhE1xVFSvcKkqGb6i1,Contra La Pared,spotify:track:37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,224681,0.588,0.0,2,0.124,-7.14,1,0.118,94.052,4,0.598,workout
25F6MWrnFBCXVnpN4n76EK,Keanu Reeves,spotify:track:25F6MWrnFBCXVnpN4n76EK,0.0591,0.71,225987,0.888,0.0,2,0.134,-6.457,1,0.235,170.193,4,0.816,workout
6ccRlgvD22ic2TNQOgPQOT,Everytime,spotify:track:6ccRlgvD22ic2TNQOgPQOT,0.121,0.548,188040,0.732,0.0,6,0.124,-6.284,0,0.328,154.164,4,0.566,workout
79OEIr4J4FHV0O3KrhaXRb,Splashin,spotify:track:79OEIr4J4FHV0O3KrhaXRb,0.00195,0.942,177806,0.383,0.0,10,0.0922,-8.099,1,0.565,100.021,4,0.38,workout
6MWtB6iiXyIwun0YzU6DFP,Wow.,spotify:track:6MWtB6iiXyIwun0YzU6DFP,0.163,0.833,149520,0.539,2.1e-06,11,0.101,-7.399,0,0.178,99.947,4,0.385,workout
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc,0.259,0.889,180522,0.496,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544,workout
63cd4JkwGgYJrbOizbfmsp,Pure Water (with Migos),spotify:track:63cd4JkwGgYJrbOizbfmsp,0.172,0.68,194520,0.559,0.0,0,0.318,-5.545,1,0.129,202.006,4,0.137,workout
0reqycVxCXW4wk1uiwJICT,Pot of Gold,spotify:track:0reqycVxCXW4wk1uiwJICT,0.353,0.721,240000,0.668,0.0,5,0.101,-7.088,1,0.351,151.941,4,0.314,workout
0S736hkRjkdmuvbZuvx1sh,What's Beef - 2014 Remastered Version,spotify:track:0S736hkRjkdmuvbZuvx1sh,0.0526,0.698,315360,0.694,4.73e-06,9,0.314,-4.88,1,0.198,154.845,3,0.615,workout
62r62ArmWq38cu6QCVgyTc,Jesus Walks,spotify:track:62r62ArmWq38cu6QCVgyTc,0.578,0.427,193733,0.844,0.0,3,0.284,-4.597,0,0.427,85.346,4,0.716,workout
0NJp8GyCOWnQh71xKSPfuV,Freaky,spotify:track:0NJp8GyCOWnQh71xKSPfuV,0.00202,0.966,173926,0.563,0.0,8,0.105,-5.764,1,0.0618,104.991,4,0.363,workout
05m4PsNFU52bDeIJmqHDYt,Party Starter,spotify:track:05m4PsNFU52bDeIJmqHDYt,0.0206,0.55,252231,0.824,0.708,10,0.112,-4.018,1,0.0503,150.049,4,0.295,workout
3oh6SCCeLuXhFpEyepla6G,Thotiana,spotify:track:3oh6SCCeLuXhFpEyepla6G,0.18,0.906,129264,0.382,0.0,10,0.113,-12.89,0,0.269,104.025,4,0.391,workout
1OUPXna2MCgAt3VNmXJBtg,Bola Rebola,spotify:track:1OUPXna2MCgAt3VNmXJBtg,0.22,0.834,193440,0.777,0.00609,5,0.335,-4.538,0,0.0593,129.984,4,0.865,workout
7dRj3sTBYkNbEx5kdNHriv,MANTRA,spotify:track:7dRj3sTBYkNbEx5kdNHriv,0.000477,0.502,233298,0.817,0.0,0,0.153,-3.508,1,0.0447,90.024,4,0.617,workout
7cGFbx7MP0H23iHZTZpqMM,Everybody,spotify:track:7cGFbx7MP0H23iHZTZpqMM,0.158,0.885,162347,0.94,0.0,1,0.0675,-5.908,1,0.0909,110.005,4,0.77,workout
5qRUEyakcE4cKgxAFrokNm,BANG,spotify:track:5qRUEyakcE4cKgxAFrokNm,0.00303,0.68,203750,0.988,4.39e-05,3,0.299,-2.579,0,0.0941,144.03,4,0.176,workout
2GGMabyHXnJmjY6CXhhB2e,Money,spotify:track:2GGMabyHXnJmjY6CXhhB2e,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.508,0,0.29,130.003,4,0.219,workout
0wt9RjddODlWDetpuaXfRK,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce] - Remix",spotify:track:0wt9RjddODlWDetpuaXfRK,0.274,0.604,210000,0.754,3.53e-06,2,0.0947,-4.243,1,0.119,179.836,4,0.28,workout
5zsHmE2gO3RefVsPyw2e3T,What's Up Danger (with Black Caviar),spotify:track:5zsHmE2gO3RefVsPyw2e3T,0.00363,0.701,222307,0.755,0.000795,2,0.121,-5.82,1,0.0417,95.036,4,0.116,workout
5dLTbKlbnQK7KlDLEdJgOg,Sheesh,spotify:track:5dLTbKlbnQK7KlDLEdJgOg,0.279,0.799,182853,0.644,0.077,1,0.135,-9.671,1,0.336,160.036,4,0.706,workout
722tgOgdIbNe3BEyLnejw4,Black Skinhead,spotify:track:722tgOgdIbNe3BEyLnejw4,0.000954,0.775,188013,0.823,0.0,1,0.144,-6.091,1,0.271,130.041,4,0.273,workout
72ez6rKQgEB4asThITDH4I,Powerful,spotify:track:72ez6rKQgEB4asThITDH4I,0.121,0.598,206327,0.792,0.0,11,0.158,-4.043,0,0.0478,97.479,3,0.732,workout
3x1MtkFUatkrMWvs0vyR7r,Designer,spotify:track:3x1MtkFUatkrMWvs0vyR7r,0.137,0.709,210286,0.918,0.0,2,0.107,-3.787,1,0.0484,105.098,4,0.46,workout
7GP9H9G4JTqtyuYeaZLKeo,Green Card,spotify:track:7GP9H9G4JTqtyuYeaZLKeo,0.164,0.764,178128,0.771,0.0,8,0.213,-5.835,0,0.0826,149.88,4,0.709,workout
7l3E7lcozEodtVsSTCkcaA,ZEZE (feat. Travis Scott & Offset),spotify:track:7l3E7lcozEodtVsSTCkcaA,0.0515,0.861,228654,0.637,3.35e-06,8,0.0967,-5.692,0,0.24,98.044,4,0.474,workout
0wf9rSX8ds3yEI2gf2QdPs,Dreams,spotify:track:0wf9rSX8ds3yEI2gf2QdPs,0.394,0.49,221573,0.351,7.78e-06,11,0.111,-12.918,0,0.194,82.127,1,0.316,workout
7IMGshuSNOXHgmboboPpIH,BAD!,spotify:track:7IMGshuSNOXHgmboboPpIH,0.309,0.701,173040,0.816,7.79e-05,8,0.153,-5.95,1,0.0608,125.068,4,0.316,workout
6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),spotify:track:6JqpFboOH2bq9pzaYbkKBn,0.18,0.764,187200,0.752,0.0,8,0.0701,-3.713,0,0.0711,100.066,4,0.698,workout
51w9Jbat1pLeWINGCpnQUR,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,spotify:track:51w9Jbat1pLeWINGCpnQUR,0.0226,0.698,248521,0.66,0.0,0,0.0622,-7.883,1,0.052,159.949,4,0.451,workout
1roaN9AUTbYfiSDcpxdjr9,Tecnobow (feat. Diplo),spotify:track:1roaN9AUTbYfiSDcpxdjr9,0.126,0.805,228655,0.867,6.67e-06,2,0.188,-4.67,1,0.181,119.027,4,0.753,workout
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),spotify:track:1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,189487,0.662,0.0,9,0.111,-5.239,1,0.303,93.023,4,0.434,workout
7iE1KCwyKPmfmNOxqSOODf,Public Enemy,spotify:track:7iE1KCwyKPmfmNOxqSOODf,1.48e-05,0.578,225624,0.968,0.341,6,0.689,-2.078,0,0.0519,150.021,4,0.267,workout
7nYvUtkQMx1v80S2FH2s9J,Regulate,spotify:track:7nYvUtkQMx1v80S2FH2s9J,0.29,0.845,248867,0.51,2.39e-06,11,0.114,-13.064,0,0.224,95.265,4,0.74,workout
6dnrppGRbt8fie18Lcd9Dd,B.I.D,spotify:track:6dnrppGRbt8fie18Lcd9Dd,0.103,0.767,164133,0.689,0.0,10,0.0786,-5.573,0,0.0852,154.957,4,0.555,workout
3NGouqhbWEjkKJFqNTFBhM,Before The Storm,spotify:track:3NGouqhbWEjkKJFqNTFBhM,0.00141,0.516,293275,0.813,0.000244,5,0.374,-5.978,0,0.0469,89.969,4,0.124,workout
0kspjcYtht8TxQAYWceyHI,Phone Tap,spotify:track:0kspjcYtht8TxQAYWceyHI,0.0777,0.693,226307,0.725,0.0,7,0.161,-5.055,1,0.375,178.809,4,0.8,workout
1FYd1szE0RHXOAM00V4MEx,Coming In Hot,spotify:track:1FYd1szE0RHXOAM00V4MEx,0.0271,0.89,200168,0.454,3.58e-06,8,0.157,-8.777,1,0.26,140.041,4,0.425,workout
6vkZlB6ENDJgiDuR88UlaU,Fat Beat,spotify:track:6vkZlB6ENDJgiDuR88UlaU,0.00725,0.371,158340,0.866,0.688,6,0.475,-6.346,0,0.0565,139.738,4,0.0601,workout
45HAjqRWiNv6mMPw4NvZrU,Come Together,spotify:track:45HAjqRWiNv6mMPw4NvZrU,0.00257,0.447,193714,0.788,1.68e-05,2,0.0744,-4.994,0,0.0464,80.04,4,0.505,workout
6uSSupG4TMu3vW8QgynAB6,Startender (feat. Offset and Tyga),spotify:track:6uSSupG4TMu3vW8QgynAB6,0.0235,0.736,192779,0.622,0.0,6,0.151,-4.653,0,0.133,191.971,4,0.506,workout
119c93MHjrDLJTApCVGpvx,C.R.E.A.M.,spotify:track:119c93MHjrDLJTApCVGpvx,0.57,0.479,252187,0.549,0.0239,11,0.127,-10.551,0,0.373,180.985,4,0.576,workout
0DsXQUA2OJW70LFmC95C7S,Leather Symphony (feat. A$AP Twelvyy),spotify:track:0DsXQUA2OJW70LFmC95C7S,0.013,0.765,232864,0.497,0.0,0,0.139,-9.684,1,0.293,132.016,4,0.138,workout
1vffte5WTHIik37ePfJdo4,King Kunta,spotify:track:1vffte5WTHIik37ePfJdo4,0.00589,0.884,234693,0.657,0.0,6,0.154,-4.569,0,0.0977,107.059,4,0.489,workout
