id,name,uri_x,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,playlist
3alR818PhuUHGV3FftmjfW,Becoming the Bull,spotify:track:3alR818PhuUHGV3FftmjfW,0.000494,0.478,220600,0.943,1.2e-05,8,0.128,-3.498,1,0.0826,95.032,4,0.439,workout
2G1xOn9PhRgi63XWp2ToZx,Crawl,spotify:track:2G1xOn9PhRgi63XWp2ToZx,1.17e-05,0.213,238907,0.91,1.32e-05,5,0.222,-3.346,0,0.0722,81.199,4,0.389,workout
5tjEFjXJZOiFYfUsH1L6D3,Bury Me With My Guns,spotify:track:5tjEFjXJZOiFYfUsH1L6D3,0.000293,0.595,214533,0.878,0.00266,5,0.174,-4.341,0,0.0401,93.94,4,0.465,workout
4SRJvAIJav7yYXcnyjb4Un,Stupify,spotify:track:4SRJvAIJav7yYXcnyjb4Un,0.00234,0.49,274160,0.938,2.17e-05,1,0.186,-3.916,1,0.129,196.143,4,0.437,workout
45R6DmpsaoqLujIn6qPTPH,Wait,spotify:track:45R6DmpsaoqLujIn6qPTPH,8.38e-06,0.502,213000,0.934,0.164,9,0.0921,-3.899,1,0.0553,102.121,4,0.477,workout
1X4Ntw6Lbaa1ACgilCqMpr,Alive - Chris Lord-Alge Mix,spotify:track:1X4Ntw6Lbaa1ACgilCqMpr,1.21e-05,0.421,205027,0.95,0.000214,10,0.314,-3.985,1,0.0768,80.912,4,0.553,workout
7vxWDMYjZp6HTVQSxS6GQE,Dead Cell,spotify:track:7vxWDMYjZp6HTVQSxS6GQE,0.000169,0.523,186400,0.972,0.0187,9,0.123,-4.451,1,0.119,102.64,4,0.501,workout
6RWArMm7oXa5WAzpqIjLg1,Love Bites (So Do I),spotify:track:6RWArMm7oXa5WAzpqIjLg1,0.00116,0.536,192008,0.966,0.00531,2,0.173,-2.037,0,0.137,125.008,4,0.379,workout
6sREV6MpLHTqcOmBK5mvYF,Face to the Floor,spotify:track:6sREV6MpLHTqcOmBK5mvYF,1.25e-05,0.515,218560,0.857,0.0954,5,0.486,-4.582,1,0.0511,92.028,4,0.669,workout
3b6uenXXbpCRxXyzFzWi3J,Phenomenon,spotify:track:3b6uenXXbpCRxXyzFzWi3J,0.000369,0.561,179227,0.774,2.36e-06,7,0.0469,-3.622,0,0.0737,164.008,4,0.903,workout
6LEpnhwG1zFp7rmSgzt9qr,Deal with the Devil,spotify:track:6LEpnhwG1zFp7rmSgzt9qr,0.000253,0.611,201427,0.981,0.0155,6,0.0656,-3.503,1,0.0516,115.97,4,0.522,workout
65XY6Cx0263J5BPnY8mPyE,Narcissistic Cannibal (feat. Skrillex & Kill The Noise),spotify:track:65XY6Cx0263J5BPnY8mPyE,0.000456,0.519,190707,0.892,0.000525,11,0.572,-5.285,0,0.113,174.027,4,0.559,workout
1RtnIF8uRwTLxmcR87V6Wo,Just Like You,spotify:track:1RtnIF8uRwTLxmcR87V6Wo,9.4e-06,0.373,186893,0.737,0.0,1,0.0696,-5.282,1,0.0297,177.9,4,0.565,workout
04y87ZHRUltfVDeJBg3krN,Save Me,spotify:track:04y87ZHRUltfVDeJBg3krN,0.000216,0.479,168373,0.975,0.051,0,0.339,-3.741,1,0.101,181.812,4,0.723,workout
5DoTRJlzMaGAMHPTDrfvfW,Black,spotify:track:5DoTRJlzMaGAMHPTDrfvfW,1.33e-05,0.565,248906,0.968,0.188,1,0.089,-5.165,1,0.0568,108.003,4,0.693,workout
2M5WTwqnkyz7bW6P1CiD6q,I'm Broken,spotify:track:2M5WTwqnkyz7bW6P1CiD6q,0.000594,0.419,264800,0.878,0.559,7,0.139,-6.352,1,0.0553,147.385,4,0.666,workout
0mtexYFnZVCYqGRDCE6GzF,Where Did The Angels Go,spotify:track:0mtexYFnZVCYqGRDCE6GzF,4.17e-05,0.512,190120,0.924,0.000362,7,0.312,-5.654,1,0.0488,122.049,4,0.514,workout
2dBYpNY8b5P0vnpWXkLdAD,Superbeast,spotify:track:2dBYpNY8b5P0vnpWXkLdAD,3.99e-05,0.493,220240,0.937,0.611,11,0.429,-6.23,0,0.0492,154.069,4,0.35,workout
2r4DozzHauSjM6NJ7szgVC,Feel Invincible,spotify:track:2r4DozzHauSjM6NJ7szgVC,0.000523,0.594,229862,0.893,0.0,8,0.373,-3.792,1,0.0962,126.063,4,0.417,workout
1bljj5uV4bvVXOKYLhW1vz,STILL SWINGIN,spotify:track:1bljj5uV4bvVXOKYLhW1vz,0.00773,0.46,196587,0.981,0.0,1,0.276,-2.725,0,0.156,139.024,4,0.266,workout
3eqyYjMYUHGlmtCP4C4iSX,Enemy,spotify:track:3eqyYjMYUHGlmtCP4C4iSX,0.000181,0.572,183400,0.99,0.000295,1,0.118,-1.992,1,0.066,106.912,4,0.397,workout
2iRF5Ebdkv9ULmfyUYU9f6,Absolute Zero,spotify:track:2iRF5Ebdkv9ULmfyUYU9f6,0.000107,0.552,229831,0.987,0.24,6,0.865,-2.927,1,0.0792,139.954,4,0.59,workout
12nGRgtkjrqb3mvsEp4yKj,Denial,spotify:track:12nGRgtkjrqb3mvsEp4yKj,2.62e-05,0.602,258427,0.907,0.00333,1,0.222,-5.587,1,0.0522,104.348,4,0.461,workout
1yPQEVh4z4davqR8Y9iDQT,Guerilla Radio,spotify:track:1yPQEVh4z4davqR8Y9iDQT,0.015,0.586,207413,0.967,1.61e-05,11,0.17,-4.894,1,0.236,103.537,4,0.476,workout
1aWjCUq4KU7wCdQ2AuGeB7,Caught In The Rain,spotify:track:1aWjCUq4KU7wCdQ2AuGeB7,0.000506,0.41,210093,0.888,0.0155,2,0.108,-4.966,1,0.0744,159.919,4,0.238,workout
6dRAAG4sB71NAtVCHJep7s,Send the Pain Below,spotify:track:6dRAAG4sB71NAtVCHJep7s,0.000281,0.468,252360,0.851,0.00483,11,0.0644,-3.617,1,0.0398,92.079,4,0.293,workout
4mxQZjjN97MAzfxkrwoLta,Psycho,spotify:track:4mxQZjjN97MAzfxkrwoLta,0.000109,0.484,193773,0.952,0.0557,5,0.12,-3.785,1,0.0726,131.937,4,0.57,workout
42OhLbytwk1T3pXMfN6QtN,Unstoppable,spotify:track:42OhLbytwk1T3pXMfN6QtN,0.000144,0.447,200053,0.972,0.00657,4,0.262,-2.735,1,0.146,77.458,4,0.348,workout
55a9zQ8GXMw3gApQosXMHC,Downfall,spotify:track:55a9zQ8GXMw3gApQosXMHC,0.000154,0.354,191373,0.925,1.6e-06,6,0.268,-3.317,1,0.113,196.198,4,0.511,workout
5BInskLvwqz56ClUpfqdI4,Bring It,spotify:track:5BInskLvwqz56ClUpfqdI4,0.000223,0.498,219720,0.975,2.28e-06,6,0.0999,-4.372,1,0.074,100.014,4,0.336,workout
6NdavLbxlTaCGvB0eOoXZw,Criticize,spotify:track:6NdavLbxlTaCGvB0eOoXZw,7.05e-05,0.509,182160,0.992,0.158,0,0.35,-3.099,0,0.0724,119.957,4,0.479,workout
2JVRVQID6phDM6Rj9lMAQV,Forget You (feat. Clint Lowery),spotify:track:2JVRVQID6phDM6Rj9lMAQV,3.26e-05,0.453,204187,0.95,0.0565,2,0.265,-4.429,0,0.109,160.058,4,0.342,workout
7lmeHLHBe4nmXzuXc0HDjk,Testify,spotify:track:7lmeHLHBe4nmXzuXc0HDjk,0.0261,0.47,210133,0.978,1.09e-05,7,0.356,-5.399,1,0.0727,117.906,4,0.503,workout
7M7VUNhN51Fjsu58dLv0EY,No Giving Up,spotify:track:7M7VUNhN51Fjsu58dLv0EY,0.000601,0.478,214627,0.903,0.0,11,0.124,-5.35,1,0.14,173.967,4,0.736,workout
7Eieiwd3Jm0aU9IxtaA1Ev,Lift Me Up,spotify:track:7Eieiwd3Jm0aU9IxtaA1Ev,9.43e-05,0.552,246613,0.988,0.0,4,0.364,-3.65,1,0.145,150.027,4,0.224,workout
0NfWezPk0Xdab6CC2JfH3u,Empty Spaces,spotify:track:0NfWezPk0Xdab6CC2JfH3u,6.3e-05,0.495,205093,0.943,0.053,0,0.168,-3.884,1,0.104,116.07,4,0.357,workout
59uJsXP0NycyiNMbtHdKIq,Pressure - Amended,spotify:track:59uJsXP0NycyiNMbtHdKIq,0.000111,0.483,202800,0.853,0.429,0,0.0818,-3.35,1,0.0551,111.613,4,0.479,workout
6Xpm4ajdj9SkiP08JKg3vK,Death Trend Setta,spotify:track:6Xpm4ajdj9SkiP08JKg3vK,3.27e-05,0.553,214787,0.963,0.0108,11,0.0357,-5.286,1,0.117,95.015,4,0.523,workout
25EgA1A1OZBRw25Mjyw08g,Get Up! - feat. Skrillex,spotify:track:25EgA1A1OZBRw25Mjyw08g,0.000199,0.508,222640,0.894,0.00135,1,0.476,-4.664,1,0.0779,139.944,4,0.248,workout
4adokOIOf9d1HgHfw0yj2b,One Light,spotify:track:4adokOIOf9d1HgHfw0yj2b,0.00124,0.368,176587,0.973,0.000933,11,0.0686,-3.685,1,0.0646,170.095,4,0.456,workout
2Xh5IlaKkgLQmQkwazgqMh,The Truth,spotify:track:2Xh5IlaKkgLQmQkwazgqMh,0.00182,0.481,184531,0.993,0.00162,10,0.2,-3.368,0,0.106,125.077,4,0.171,workout
182RMRDl88iyYlFd3cC20j,Thunder Kiss '65 - JDevil Number Of The Beast Remix,spotify:track:182RMRDl88iyYlFd3cC20j,3.21e-05,0.621,229080,0.864,0.299,9,0.357,-5.969,1,0.155,127.997,4,0.304,workout
66P4UH58ns8CFqsNPeYlm9,Something New,spotify:track:66P4UH58ns8CFqsNPeYlm9,6.96e-05,0.477,178147,0.96,0.0,9,0.34,-3.856,1,0.0857,93.039,4,0.413,workout
6MLiQIWMaTaaOB04R1VC0k,Call You Out,spotify:track:6MLiQIWMaTaaOB04R1VC0k,0.000635,0.381,139440,0.904,0.000771,2,0.865,-3.477,1,0.0565,146.19,4,0.503,workout
1yUurcZU99B1DQJQhvZivz,Between The Lines,spotify:track:1yUurcZU99B1DQJQhvZivz,0.00104,0.497,229577,0.942,4.82e-06,7,0.388,-4.901,1,0.105,139.942,4,0.257,workout
4b4eQqhpgmJsy4dP07V7cG,This Is The New Shit,spotify:track:4b4eQqhpgmJsy4dP07V7cG,0.000737,0.568,260293,0.868,0.00291,2,0.118,-6.112,1,0.0975,178.057,4,0.62,workout
7vrLphPq4yjaX7jiDdd2Nc,Dig,spotify:track:7vrLphPq4yjaX7jiDdd2Nc,9.62e-05,0.623,162293,0.983,0.0617,11,0.261,-3.548,0,0.151,134.975,4,0.271,workout
2SYvVwWywrzQRskxBWvCq0,Human,spotify:track:2SYvVwWywrzQRskxBWvCq0,2.28e-05,0.507,213087,0.99,0.0,0,0.347,-3.517,0,0.121,135.053,4,0.28,workout
5hxLWaKnaDQ2f0NdGuV0Ch,Dance Of The Manatee,spotify:track:5hxLWaKnaDQ2f0NdGuV0Ch,0.00149,0.486,250707,0.901,0.0,5,0.262,-4.908,0,0.062,107.04,4,0.651,workout
308BpHy6evPQz9hSPpSLNf,Blood,spotify:track:308BpHy6evPQz9hSPpSLNf,0.012,0.534,207587,0.95,1.91e-06,9,0.413,-2.712,0,0.161,140.071,4,0.527,workout
2BOfbXKOlLwVXqUrCdQAfF,Bones,spotify:track:2BOfbXKOlLwVXqUrCdQAfF,2.77e-06,0.349,197680,0.893,0.842,6,0.286,-3.676,0,0.0559,156.939,4,0.531,workout
1uEuVi8nSI6Y2VzJj6DoDd,More Human Than Human,spotify:track:1uEuVi8nSI6Y2VzJj6DoDd,0.000379,0.65,268067,0.953,0.262,6,0.103,-6.023,1,0.0823,101.366,4,0.502,workout
3Tp7y0bLogDQsIO5tTTOH4,Asking For It,spotify:track:3Tp7y0bLogDQsIO5tTTOH4,0.00273,0.449,210707,0.971,0.0,10,0.141,-3.66,1,0.0476,144.031,4,0.414,workout
28lIyNNveMZ5UwvRoWMZlC,Elevate,spotify:track:28lIyNNveMZ5UwvRoWMZlC,0.00194,0.465,301939,0.988,0.11,9,0.335,-4.143,1,0.271,140.15,4,0.254,workout
2tHjPxKz6VaKkQYriYxAy0,Higher,spotify:track:2tHjPxKz6VaKkQYriYxAy0,0.000809,0.479,202267,0.88,0.0,7,0.0896,-2.792,0,0.0576,166.021,4,0.764,workout
6tYhjIafCWWg6EaVvM1b9W,"Fire, Fire",spotify:track:6tYhjIafCWWg6EaVvM1b9W,0.000329,0.487,257320,0.964,5.02e-06,8,0.333,-2.776,0,0.0904,123.108,4,0.378,workout
2OUR8g12h5qsGDs1v5lqvp,Swerve City,spotify:track:2OUR8g12h5qsGDs1v5lqvp,0.0001,0.457,164987,0.964,0.00811,10,0.67,-2.963,1,0.0656,111.972,4,0.372,workout
0pu3lMc2n982gfrBOy5880,Resistance,spotify:track:0pu3lMc2n982gfrBOy5880,0.000547,0.39,206373,0.933,0.00522,7,0.0698,-5.531,1,0.189,193.675,3,0.263,workout
0HZ3FNizbBpdp38zrKhxHs,Justice,spotify:track:0HZ3FNizbBpdp38zrKhxHs,0.000197,0.387,199573,0.994,0.00106,8,0.341,-2.727,1,0.0578,168.019,4,0.734,workout
6XDNRpkuzEc7zpKXSEWkVr,Pressure and Time,spotify:track:6XDNRpkuzEc7zpKXSEWkVr,0.000933,0.406,196773,0.919,9.92e-05,0,0.0726,-4.675,0,0.103,93.274,4,0.601,workout
46Li5B2A8xJ9cOYw5YEc2D,Show Me A Leader - Radio Edit,spotify:track:46Li5B2A8xJ9cOYw5YEc2D,9.18e-06,0.37,228521,0.988,0.0,8,0.0962,-4.0,1,0.108,132.051,4,0.182,workout
0oocSoRiIS4ZvjX9TWx1kP,Rise,spotify:track:0oocSoRiIS4ZvjX9TWx1kP,0.0016,0.323,233587,0.979,0.00192,10,0.349,-2.82,1,0.128,178.126,4,0.294,workout
1LuVd40oIQJKAZps21Oj8S,Ricochet,spotify:track:1LuVd40oIQJKAZps21Oj8S,0.000162,0.544,192005,0.902,1.62e-06,4,0.0843,-5.041,0,0.0454,141.995,4,0.36,workout
01JszWYuKqRjddPQ4creVF,Hardwired,spotify:track:01JszWYuKqRjddPQ4creVF,1.15e-05,0.13,191332,0.991,0.00412,11,0.225,-3.126,1,0.0604,185.364,4,0.505,workout
73I8f4o66pWhfW08y1ReC2,On My Teeth,spotify:track:73I8f4o66pWhfW08y1ReC2,4.42e-05,0.415,190840,0.945,0.00107,1,0.205,-4.209,1,0.0745,165.031,4,0.139,workout
16muBPcWmkHSl1uM4tE8WL,Rainier Fog,spotify:track:16muBPcWmkHSl1uM4tE8WL,0.00011,0.539,301707,0.909,0.613,8,0.128,-5.741,1,0.0342,115.977,4,0.627,workout
6u2qyJK7Zw5T5ZYgNtfVdM,Hereafter,spotify:track:6u2qyJK7Zw5T5ZYgNtfVdM,4.58e-05,0.513,255587,0.973,0.00326,6,0.224,-4.115,0,0.0849,121.018,4,0.159,workout
4ZRihyCTEGUxg9Kwa5tgPq,Bad Listener,spotify:track:4ZRihyCTEGUxg9Kwa5tgPq,0.00405,0.585,208689,0.975,0.0,4,0.571,-3.891,1,0.0575,112.506,4,0.298,workout
1WjcX541kITk0ACPf5K6Bp,Rats,spotify:track:1WjcX541kITk0ACPf5K6Bp,6.11e-06,0.522,261573,0.944,0.482,2,0.135,-5.731,0,0.0936,124.029,4,0.236,workout
1kq5dLuzkRLgemasnkUg9G,wonderful life (feat. Dani Filth),spotify:track:1kq5dLuzkRLgemasnkUg9G,0.000416,0.406,274403,0.964,0.000231,6,0.401,-4.076,1,0.206,173.058,4,0.406,workout
51rdCmgHBzg9HJ7eHjVRK9,ONE OF US,spotify:track:51rdCmgHBzg9HJ7eHjVRK9,0.00119,0.645,204267,0.85,0.0,7,0.241,-4.184,1,0.193,90.999,4,0.45,workout
69ow35I1jI6gYI45H1Bw7e,The Remedy,spotify:track:69ow35I1jI6gYI45H1Bw7e,3.26e-06,0.356,243913,0.995,0.000196,4,0.403,-3.366,0,0.172,183.985,4,0.167,workout
6vAQtUlYrzolE6SS9QCTs5,All Out Life,spotify:track:6vAQtUlYrzolE6SS9QCTs5,0.000683,0.499,340132,0.97,0.136,0,0.0871,-2.838,1,0.116,106.558,4,0.0506,workout
1QUF9KoHtU4ZzFp13XalSR,Always Southern California,spotify:track:1QUF9KoHtU4ZzFp13XalSR,7.7e-05,0.474,190827,0.873,0.153,1,0.0898,-5.206,1,0.0519,95.011,4,0.391,workout
4pIKFpwflOdhYNIRmPTj3E,Dance Macabre,spotify:track:4pIKFpwflOdhYNIRmPTj3E,1.89e-05,0.619,219720,0.696,0.00555,7,0.38,-6.269,0,0.0315,125.986,4,0.727,workout
2WxJwVefvzqhGui9a2bMFz,That's My Jam,spotify:track:2WxJwVefvzqhGui9a2bMFz,0.0043,0.585,196052,0.928,0.0,5,0.275,-4.939,1,0.0607,104.007,4,0.547,workout
5SPdrK8RwO52MlBI1kjcft,Risen,spotify:track:5SPdrK8RwO52MlBI1kjcft,8.18e-05,0.496,206471,0.915,1.82e-06,6,0.0471,-4.853,1,0.0878,100.031,4,0.346,workout
5gNyrx8elXaXXs3vFC1ufZ,Raise Your Horns,spotify:track:5gNyrx8elXaXXs3vFC1ufZ,6.85e-05,0.46,263787,0.876,0.798,5,0.151,-5.39,1,0.045,164.992,3,0.499,workout
31RTFPrB7wmYBhlkM2ILXG,Sugar,spotify:track:31RTFPrB7wmYBhlkM2ILXG,0.00167,0.451,153800,0.889,0.00215,1,0.258,-2.693,1,0.261,131.073,4,0.586,workout
2imkodSyg1hOZwZuE2fJdU,Chaos And Earthquakes,spotify:track:2imkodSyg1hOZwZuE2fJdU,0.000417,0.524,225133,0.843,0.125,10,0.375,-5.578,0,0.0536,85.993,4,0.212,workout
6MLt3bWCF88clV0y3aiP1T,Uncomfortable,spotify:track:6MLt3bWCF88clV0y3aiP1T,0.00149,0.53,220897,0.977,0.0,0,0.155,-2.3,1,0.0736,118.983,4,0.28,workout
2BZ973nCW5OT1k1psRBsyU,The Void,spotify:track:2BZ973nCW5OT1k1psRBsyU,0.000432,0.571,233080,0.954,0.0014,2,0.058,-3.399,0,0.0464,123.051,4,0.53,workout
3IqHzcXy7IsYYND6lKwPAi,DEVIL,spotify:track:3IqHzcXy7IsYYND6lKwPAi,0.00039,0.354,207987,0.942,6.36e-06,7,0.431,-3.245,1,0.237,119.992,4,0.242,workout
5hQfs9spSyXUavvPe7jmgn,Looking Down the Barrel of Today,spotify:track:5hQfs9spSyXUavvPe7jmgn,0.000651,0.487,161627,0.987,0.0506,1,0.284,-4.71,1,0.0812,180.065,4,0.499,workout
14tt1h6FuQnWt2Q8lV6WD2,Instincts,spotify:track:14tt1h6FuQnWt2Q8lV6WD2,4.04e-05,0.418,260509,0.983,0.056,1,0.29,-3.716,1,0.0679,161.077,4,0.394,workout
3IiMnjK7S2PlsPVMuAH7rU,Torn in Two,spotify:track:3IiMnjK7S2PlsPVMuAH7rU,0.000113,0.354,257453,0.943,0.0187,5,0.104,-3.633,1,0.288,94.416,4,0.367,workout
7lMFAK8dv0QkWpIlZcWQlJ,Prey,spotify:track:7lMFAK8dv0QkWpIlZcWQlJ,3.28e-05,0.27,255231,0.964,0.0247,6,0.525,-4.545,1,0.0866,99.731,3,0.325,workout
0dGJAoX4Gj4hWL8ipTtumN,Shadows Inside,spotify:track:0dGJAoX4Gj4hWL8ipTtumN,4.27e-06,0.367,236549,0.972,1.08e-05,10,0.153,-4.08,0,0.192,179.959,4,0.296,workout
4Mbj2NKklmBRfs0ekO6cQ5,1234,spotify:track:4Mbj2NKklmBRfs0ekO6cQ5,5.32e-05,0.558,202907,0.953,0.000375,7,0.062,-4.705,1,0.0288,95.0,4,0.75,workout
6RbSpgqV4oDW0x6NxeHlqn,I Am Above,spotify:track:6RbSpgqV4oDW0x6NxeHlqn,3.42e-05,0.544,229816,0.98,6.85e-06,10,0.0689,-4.495,0,0.108,120.026,4,0.191,workout
6oe2HcrgnNU66Eyq8BY45Z,Infra-Red,spotify:track:6oe2HcrgnNU66Eyq8BY45Z,0.00115,0.568,230933,0.907,0.0,5,0.0982,-4.641,0,0.0488,112.037,4,0.337,workout
6ImePfz0yslIWLPQ7cQIYA,Vice Grip,spotify:track:6ImePfz0yslIWLPQ7cQIYA,3.17e-05,0.48,263587,0.988,0.00432,11,0.389,-3.229,0,0.0838,124.041,4,0.252,workout
48gS3f9HDsXtlMBVdwvC2Z,Do You Really Want It,spotify:track:48gS3f9HDsXtlMBVdwvC2Z,8.6e-05,0.223,233333,0.891,0.000422,7,0.107,-4.918,1,0.133,170.6,4,0.558,workout
0hAIs32U2SmJcXymlcyF8h,Alone In A Room,spotify:track:0hAIs32U2SmJcXymlcyF8h,0.00251,0.482,245861,0.946,0.0,4,0.0466,-3.231,0,0.0853,135.071,4,0.287,workout
3HhaSocKwTptze7PySNZlW,Paranoia,spotify:track:3HhaSocKwTptze7PySNZlW,4.82e-05,0.409,200677,0.992,2.03e-06,3,0.1,-2.803,0,0.108,149.859,4,0.344,workout
1UtLHK1KdLD1haUlY5YoSg,Cross Off,spotify:track:1UtLHK1KdLD1haUlY5YoSg,0.0001,0.532,253446,0.935,0.0,2,0.0989,-5.102,1,0.129,131.997,4,0.325,workout
632Xl9n1wHgMKoxD07WZHW,Hate Me,spotify:track:632Xl9n1wHgMKoxD07WZHW,0.00564,0.573,182191,0.983,0.0,1,0.261,-4.006,1,0.196,105.067,4,0.447,workout
67AwhpUrZfSLwK2ekFptmM,God Damn,spotify:track:67AwhpUrZfSLwK2ekFptmM,0.000597,0.5,221974,0.947,0.00223,7,0.125,-5.75,0,0.122,120.021,4,0.267,workout
1yYE8EyuIV0rrvQ1bA2Fyf,Happy Song,spotify:track:1yYE8EyuIV0rrvQ1bA2Fyf,4.02e-05,0.295,239387,0.924,0.00462,5,0.377,-3.407,1,0.0678,171.941,4,0.219,workout
09HfJKl4pR0dWn8Ym9XAcl,Calm Before the Storm,spotify:track:09HfJKl4pR0dWn8Ym9XAcl,1.34e-05,0.377,235013,0.975,0.00344,2,0.268,-4.31,0,0.171,163.168,4,0.311,workout
6KXuuJfuOsdTM8HvfvVn8l,X,spotify:track:6KXuuJfuOsdTM8HvfvVn8l,0.00679,0.517,211165,0.985,0.0,7,0.0768,-3.291,1,0.175,111.883,4,0.212,workout
1zfFle2YCXuUFXlAAZ4QOS,The Dirt (Est. 1981) [feat. Machine Gun Kelly],spotify:track:1zfFle2YCXuUFXlAAZ4QOS,0.000104,0.432,232000,0.828,0.000215,1,0.101,-5.769,1,0.0669,166.035,4,0.367,workout
3a0xTF3rUKUcUbzsz7A2oM,Dumptruck,spotify:track:3a0xTF3rUKUcUbzsz7A2oM,4.49e-05,0.491,217720,0.87,0.000145,2,0.0607,-4.327,1,0.0443,103.072,4,0.21,workout
5wVrAYHsF47zYX7ezyJaNN,Animal,spotify:track:5wVrAYHsF47zYX7ezyJaNN,1.6e-05,0.414,212933,0.987,1.65e-06,10,0.361,-1.691,0,0.0922,157.924,4,0.255,workout
58WnCtoXAG5IBx3rpK8IDM,Peace,spotify:track:58WnCtoXAG5IBx3rpK8IDM,1.87e-05,0.409,258373,0.974,0.118,8,0.116,-5.274,0,0.085,166.001,4,0.473,workout
3zUwwYcmob803s2Bkck8GY,Black Wedding (feat. Rob Halford),spotify:track:3zUwwYcmob803s2Bkck8GY,0.00796,0.54,247373,0.967,0.0,1,0.683,-4.174,0,0.162,136.896,4,0.293,workout
7m0OBz7Y2xz3cyhB0uXiFx,Over It,spotify:track:7m0OBz7Y2xz3cyhB0uXiFx,7.69e-05,0.374,227864,0.971,0.0,11,0.322,-4.284,0,0.0697,97.625,4,0.701,workout
7L9GgvMlQ3wcSrDoeGWAej,Waking Lions,spotify:track:7L9GgvMlQ3wcSrDoeGWAej,1.94e-05,0.501,231963,0.971,0.0464,6,0.23,-3.051,1,0.189,143.052,4,0.659,workout
4dMkVSiMt14svAqUlwMVuQ,All or Nothing,spotify:track:4dMkVSiMt14svAqUlwMVuQ,0.00103,0.466,198145,0.954,2.94e-06,7,0.111,-5.077,1,0.333,198.049,4,0.325,workout
5VnRYDDrqturQPvKg4puwu,Hardwired,spotify:track:5VnRYDDrqturQPvKg4puwu,1.02e-05,0.274,189347,0.99,0.0052,8,0.216,-3.329,0,0.0465,93.515,4,0.533,workout
5xkCIUh6FuM4IKclognX7H,TriggerPulse,spotify:track:5xkCIUh6FuM4IKclognX7H,6.16e-05,0.344,253147,0.903,0.0322,8,0.168,-5.018,1,0.11,175.158,4,0.218,workout
5PXjboZvWr7by2uvU6K7IV,The End,spotify:track:5PXjboZvWr7by2uvU6K7IV,0.000188,0.49,238491,0.972,0.0299,10,0.368,-4.518,0,0.111,95.012,4,0.376,workout
58q4ZkagWkDV16Sehqx6AF,The Devil's Bleeding Crown,spotify:track:58q4ZkagWkDV16Sehqx6AF,1.85e-05,0.55,238653,0.917,0.214,7,0.0333,-4.575,1,0.0378,109.552,3,0.245,workout
0nqIqABZcujg05mkixJV60,Sham Pain,spotify:track:0nqIqABZcujg05mkixJV60,0.000176,0.554,209703,0.938,2.9e-06,11,0.147,-4.901,0,0.0532,96.5,4,0.4,workout
1QixTwDZCcfBzA7QMyont0,Halo,spotify:track:1QixTwDZCcfBzA7QMyont0,2.87e-05,0.529,195653,0.92,0.00202,3,0.0582,-4.168,1,0.0649,111.132,4,0.438,workout
35qMZHasbrz3Idp4CKExIa,Que Sera,spotify:track:35qMZHasbrz3Idp4CKExIa,0.263,0.581,164093,0.73,0.421,9,0.159,-5.038,1,0.107,165.843,4,0.443,workout
2Sqv9Ne6ibOZsKxY7o0t6t,All The Pretty Girls - Recorded at Spotify Studios NYC,spotify:track:2Sqv9Ne6ibOZsKxY7o0t6t,0.845,0.471,307173,0.273,0.0,1,0.12,-10.072,1,0.0324,138.683,4,0.188,workout
63Ly2sEzloc9s0yAXlMi6r,Warm Water - Snakehips Remix,spotify:track:63Ly2sEzloc9s0yAXlMi6r,0.241,0.511,253585,0.678,0.0,4,0.0948,-6.858,0,0.869,212.137,4,0.405,workout
1s6peZNxETxrrfMrveNZW8,Proud of Me (feat. Little Simz),spotify:track:1s6peZNxETxrrfMrveNZW8,0.492,0.659,215862,0.673,1.78e-05,4,0.472,-5.733,1,0.16,86.974,4,0.702,workout
1OxL1FWSEd7QmJoWLRP2NO,On My Mind (Jorja Smith X Preditah),spotify:track:1OxL1FWSEd7QmJoWLRP2NO,0.42,0.71,181510,0.662,0.0,10,0.0723,-5.947,0,0.175,130.037,4,0.755,workout
5Qel1sTrU4LM8HlJSPT2jd,Truth Hurts,spotify:track:5Qel1sTrU4LM8HlJSPT2jd,0.11,0.715,173325,0.624,0.0,4,0.123,-3.046,0,0.114,158.087,4,0.412,workout
5Yfq9uugLFchtFymQQWxgt,I Got The Juice (feat. Pharrell Williams),spotify:track:5Yfq9uugLFchtFymQQWxgt,0.0758,0.922,226288,0.485,3.39e-05,1,0.601,-7.259,1,0.096,120.156,4,0.395,workout
7doR1ykIjF5A1YMWmko6yY,Creator,spotify:track:7doR1ykIjF5A1YMWmko6yY,0.158,0.589,212427,0.86,0.0,2,0.204,-4.014,0,0.125,146.548,4,0.575,workout
7B1JNkGEVcOcj8iioOxnSA,Miss Me,spotify:track:7B1JNkGEVcOcj8iioOxnSA,0.0201,0.883,163253,0.834,0.000647,0,0.36,-5.499,0,0.132,99.988,4,0.423,workout
7Db4ViXHhXYznDDRdfX2VB,Same Team (feat. Stefflon Don),spotify:track:7Db4ViXHhXYznDDRdfX2VB,0.0235,0.567,189920,0.544,0.00215,6,0.0934,-8.476,0,0.107,126.366,5,0.526,workout
0FV5UJ3aGray3oeNBpJ8oc,Hopeless,spotify:track:0FV5UJ3aGray3oeNBpJ8oc,0.617,0.444,187241,0.47,0.0,0,0.0861,-6.897,0,0.0611,89.945,4,0.164,workout
